Actor,Claim,ProAnti,BestGuess,DateTime,Day,City/Town,StateTerritory
general protestors,Oppose Trump administration's immigration policy,1.0,200.0,2017-08-02,182,Wyomissing,PA
Women's March West Virginia coalition,Protesting Trump's rally,1.0,400.0,2017-08-03,183,Huntington,WV
Skylands Tea Party,Rally for Trump,2.0,70.0,2017-08-05,185,Frankford,NJ
Portland Stands United Against Hate,anti-Trump,1.0,150.0,2017-08-06,186,Portland,OR
general protestors,anti-Trump,1.0,100.0,2017-08-08,188,Aspen,CO
Missouri Heights resident Linda Lafferty,Denounce the Trump administration's agenda,1.0,95.0,2017-08-09,189,Aspen,CO
Lower Rio Grande Valley Sierra Club; La Union del Pueblo Entero; ARISE; Stonewall Democrats,Oppose Trump's border wall plans,1.0,625.0,2017-08-12,192,Mission,TX
Patriot Prayer  ,Pro-Trump,2.0,200.0,2017-08-13,193,Seattle,WA
general protestors,Protesting Trump's response to Charlottesville,1.0,2000.0,2017-08-14,194,New York,NY
general protestors,Anti-Trump,1.0,200.0,2017-08-15,195,New York,NY
Georgia Alliance for Social Justice,"Protesting violence/racism in Charlottesville, Trump",1.0,2000.0,2017-08-19,199,Atlanta,GA
general protestors,Protesting Trump,1.0,70.0,2017-08-20,200,Palm Beach,FL
U.S. Rep. Raúl Grijalva,Protesting Trump rally,1.0,2000.0,2017-08-22,202,Phoenix,AZ
general protestors,Protesting Trump rally,1.0,75.0,2017-08-22,202,Tuscon,AZ
Indivisible Northern Arizona,Oppose visit by President Trump,1.0,1000.0,2017-08-23,203,Reno,NV
organizer Chase Doremus,Oppose Trump's transgender military ban,1.0,130.0,2017-08-27,207,Portland,OR
general protestors,denounce President Trump,1.0,2000.0,2017-08-28,208,New York,NY
general protestors,Welcome visit by President Trump,2.0,200.0,2017-08-29,209,Corpus Christi,TX
organizer and attorney Bill Hardin from the law firm Osborn Maledon,protest President Donald Trump’s pardon of former Maricopa County Sheriff Joe Arpaio,1.0,150.0,2017-08-29,209,Phoenix,AZ
general protestors,criticize Phoenix Police Department's crowd-control tactics during President Donald Trump's Aug. 22 downtown rally,1.0,200.0,2017-08-30,210,Phoenix,AZ
Southwest Missouri Democrats; Springfield Indivisible; MOmentum: Missouri Moving Forward; Resisters,The People’s Protest to oppose visit by President Trump,1.0,2000.0,2017-08-30,210,Springfield,MO
Let Us Serve,oppose President Trump’s proposed budget cuts to national service programs such as AmeriCorps,1.0,100.0,2017-08-30,210,Washington,DC
general protestors,Calling on area Republicans to follow Trump's lead,2,200.0,2017-09-01,212,Allentown,PA
general protestors,Rally for DACA; against Trump,1,200.0,2017-09-02,213,Austin,TX
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-05,216,Anchorage,AK
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Berkeley,CA
La Alianza,Protesting Trump's DACA decision,1,75.0,2017-09-05,216,Cleveland,OH
general protestors,Protesting Trump's decision to end DACA,1,450.0,2017-09-05,216,Columbus,OH
Indivisble Ohio District 15,Protesting Trump's decision to end DACA,1,100.0,2017-09-05,216,Columbus,OH
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Grand Rapids,MI
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Irvine,CA
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Kalamazoo,MI
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Kansas City,MO
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-05,216,Law Cruces,NM
Everett Resistance Movement,Protesting Trump's decision to end DACA,1,60.0,2017-09-05,216,Lynwood,WA
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Minneapolis,MN
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-05,216,Nashville,TN
Yale Women's Center,Protesting Trump's DACA decision,1,1000.0,2017-09-05,216,New Haven,CT
general protestors,Protesting Trump's DACA decision,1,350.0,2017-09-05,216,New York,NY
general protestors,Protesting Trump's DACA decision,1,2000.0,2017-09-05,216,New York,NY
general protestors,Protesting Trump's DACA decision,1,2000.0,2017-09-05,216,New York,NY
NYU Dream Team; NYU Sanctuary; NYU Pacific American Coalition ,Protesting Trump's DACA decision,1,70.0,2017-09-05,216,New York ,NY
Students and faculty,Protesting Trump's DACA decision,1,100.0,2017-09-05,216,Normal,IL
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Oberlin,OH
Voces de la Frontera,Protesting Trump's decision to end DACA,1,200.0,2017-09-05,216,Racine,WI
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,Raleigh,NC
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-05,216,Sacramento,CA
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-05,216,San Antonio,TX
general protestors,Protesting Trump's DACA decision,1,1000.0,2017-09-05,216,San Diego,CA
general protestors,Protesting Trump's DACA decision,1,1000.0,2017-09-05,216,San Francisco,CA
general protestors,Protesting Trump's DACA decision,1,200.0,2017-09-05,216,San Jose,CA
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-05,216,Sioux Falls,SD
general protestors,Protesting Trump's DACA decision,1,50.0,2017-09-05,216,St. Cloud,MN
general protestors,Protesting Trump's DACA decision,1,100.0,2017-09-05,216,Syracuse,NY
Students,Protesting Trump's DACA decision,1,100.0,2017-09-05,216,Tucson,AZ
general protestors,Protesting Trump's decision to end DACA,1,50.0,2017-09-05,216,Yakima,WA
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-06,217,Fort Worth,TX
Young People's Resistance Committee,Protesting Trump's decision to end DACA,1,2000.0,2017-09-06,217,Milwaukee,WI
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-06,217,Mishawaka,IN
general protestors,Protesting Trump's DACA decision; demanding action from Senator,1,100.0,2017-09-06,217,Mt. Lebanon,PA
Napa Valley Dream Team,Protesting Trump's decision to end DACA,1,100.0,2017-09-06,217,Napa,CA
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-06,217,Newark,NJ
Political Latinxs United for Movement and Action in Society at VCU,Protesting Trump's decision to end DACA,1,100.0,2017-09-06,217,Richmond,VA
general protestors,Protesting Trump's decision to end DACA,1,50.0,2017-09-06,217,Springfield,PA
general protestors,Protesting Trump's decision to end DACA,1,600.0,2017-09-06,217,Tucson,AZ
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-06,217,Watsonville,CA
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-07,218,Cleveland,OH
Students: general protestors ,Protesting Trump's decision to end DACA,1,293.5,2017-09-07,218,Greeley ,CO
general protestors,Protesting Trump's decision to end DACA,1,530.0,2017-09-07,218,Hayward,CA
Students,Protesting Trump's decision to end DACA,1,200.0,2017-09-07,218,Huntington Beach,CA
general protestors,Protesting Trump's decision to end DACA,1,700.0,2017-09-07,218,Iowa City,IA
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-07,218,San Diego,CA
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-07,218,Stony Brook,NY
general protestors,Protesting Trump's decision to end DACA,1,300.0,2017-09-08,219,Pittsburg ,KS
general protestors,Protesting Trump's decision to end DACA,1,400.0,2017-09-08,219,Portland,ME
Idaho ACLU,Protesting Trump's decision to end DACA,1,200.0,2017-09-09,220,Boise,ID
Sussex County Republicans,Pro-Trump rally,2,100.0,2017-09-09,220,Georgetown,DE
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-09,220,Hicksville ,NY
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-09,220,New York,NY
general protestors,Protesting Trump's decision to end DACA,1,2000.0,2017-09-09,220,Oakland,CA
CoMo for Progress,Protesting Trump's decision to end DACA,1,200.0,2017-09-10,221,Boone County,IL
Inclusive Dubuque; Indivisible Dubuque,Protesting Trump's decision to end DACA,1,80.0,2017-09-10,221,Dubuque ,IA
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-10,221,Las Vegas,NV
general protestors,Protesting Trump's decision to end DACA; Protesting the wall ,1,200.0,2017-09-10,221,Los Angeles,CA
general protestors,Protesting Trump's decision to end DACA,1,250.0,2017-09-10,221,Petaluma,CA
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-10,221,Tulsa,OK
"
Hampton Roads Grassroots Progressive Coalition",Protesting Trump's decision to end DACA,1,80.0,2017-09-10,221,Richmond,VA
general protestors,Protesting Trump's decision to end DACA,1,50.0,2017-09-10,221,Winston Salem,NC
general protestors,Protesting Trump's decision to end DACA,1,80.0,2017-09-11,222,Green Bay,WI
ACLU people power; general protestors,Protesting Trump's decision to end DACA,1,150.0,2017-09-12,223,Cache Valley ,UT
ACLU Power People of Cache Valley,Protesting Trump's decision to end DACA,1,200.0,2017-09-12,223,Logan,UT
National CAPACD & SAALT,Protesting Trump's decision to end DACA,1,51.0,2017-09-12,223,Washington,DC
students,Protesting Trump's decision to end DACA,1,300.0,2017-09-12,223,Bakersfield,CA
UCO Hispanic Student Association; general protestors,Protesting Trump's decision to end DACA,1,139.5,2017-09-13,224,Edmond ,OK
students,Protesting Trump's decision to end DACA,1,150.0,2017-09-14,225,Kentfield,CA
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-15,226,Norman,OK
general protestors,Protesting Trump's decision to end DACA,1,100.0,2017-09-16,227,Boston ,MA
general protestors,Protesting Trump's decision to end DACA,1,300.0,2017-09-16,227,Little Rock,AR
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-16,227,Salt Lake City,UT
general protestors,Protesting Trumps DACA decision,1,100.0,2017-09-17,228,Marshall,TX
general protestors,Protesting Trump's decision to end DACA,1,200.0,2017-09-18,229,Modesto,CA
Jews and Palestinians,"Protesting Netanyahu, Trump",1,100.0,2017-09-19,230,New York,NY
Clean Power Lake County,Protesting Trump's decision to end DACA,1,100.0,2017-09-19,230,Waukegan,IL
students ,Protesting Trump's decision to end DACA,1,100.0,2017-09-22,233,Wichita ,KS
general protestors,Protesting Trump's decision to end DACA,1,50.0,2017-09-26,237,Washington,DC
Indiana Moral Mondays,Protesting Trump,1,125.0,2017-09-27,238,Indianapolis,IN
students,Protesting Trump's decision to end DACA,1,100.0,2017-09-27,238,Mountain View,CA
CHISPAS; The Hispanic Student Association; Students Taking Action Against Racism,Protesting Trump's decision to end DACA,1,300.0,2017-09-28,239,Gainesville,FL
Muslim and Sikh groups,Rally for Trump,2,50.0,2017-09-30,241,Annapolis,MD
general protestors,protest Uber CEO on Trump advisory council,1.0,50.0,2017-02-02,1,San Francisco,CA
WERK for peace , Trump's orders,1.0,250.0,2017-02-03,2,Washington DC,DC
General Protest,Trump's travel ban,1.0,200.0,2017-02-03,2,Dayton,OH
General Protest,Trump's orders,1.0,1000.0,2017-02-04,3,Palm Beach ,FL
Student for Justice in Palestine,Trump's order,1.0,1500.0,2017-02-04,3,Tallahassee ,FL
General protest,anti-Trump,1.0,2000.0,2017-02-04,3,West Palm Beach,FL
General Protest,Trump's cabinet picks and immigration ban ,1.0,400.0,2017-02-04,3,Annapolis,MD
Franklin County Democratic Committee.,Protest Trump's policies,1.0,50.0,2017-02-04,3,Chambersburg,PA
General protestors,Protest immigration ban and Trump's policies,1.0,275.0,2017-02-04,3,Houston,TX
general protestors,anti-Trump; protest immigration ban,1.0,3000.0,2017-02-04,3,Salt Lake City,UT
General protestors,Protest immigration ban and Trump's policies,1.0,500.0,2017-02-05,4,Houston,TX
general protesters,Against Trump presidency,1.0,100.0,2017-02-06,5,Tampa Bay,FL
Indivisible San Diego,Against Trump agenda,1.0,60.0,2017-02-07,6,San Diego,CA
general protesters,Against Rep. Darrell Issa's support for President Trump,1.0,150.0,2017-02-07,6,Vista,CA
Let's Visit Lee Zeldin,Demanding meeting with Rep. Zeldin to discuss Trump presidency,1.0,50.0,2017-02-07,6,Riverhead,NY
general protesters,"Various, general anti-Trump administration",1.0,1200.0,2017-02-09,8,Cottonwood Heights,UT
general protesters,anti-Trump,1.0,300.0,2017-02-10,9,Greensboro,GA
general protesters,anti-Trump,1.0,2500.0,2017-02-11,10,San Francisco,CA
general protesters,anti-Trump,1.0,200.0,2017-02-12,11,West Palm Beach,FL
students,anti-Trump,1.0,320.0,2017-02-14,13,Boulder,CO
students,Love Trumps Hate,1.0,50.0,2017-02-14,13,Las Cruces,NM
Jewish Voice for Peace-Boston,Against Trump policies toward Israel,1.0,50.0,2017-02-15,14,Boston,MA
general protesters,Against Trump Israel policy,1.0,200.0,2017-02-16,15,Washington,DC
Indivisible Volusia,anti-Trump,1.0,135.0,2017-02-16,15,Port Orange,FL
general protesters,pro-Trump,2.0,65.0,2017-02-16,15,Port Orange,FL
Strike4Democracy,anti-Trump,1.0,200.0,2017-02-17,16,Philadelphia,PA
Indivisible Charleston,anti-Trump,1.0,125.0,2017-02-17,16,North Charleston,SC
Community for Unity,"Immigrant Rights, anti-Trump",1.0,200.0,2017-02-18,17,Denver,CO
general protesters,pro-Trump,2.0,9000.0,2017-02-18,17,Melbourne,FL
Women's March Florida,anti-Trump,1.0,200.0,2017-02-18,17,Melbourne,FL
general protesters,anti-Trump,1.0,2000.0,2017-02-19,18,Chicago,IL
general protestors,Not My President Day; anti-Trump,1.0,2000.0,2017-02-20,19,Los Angeles,CA
general protestors,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Palm Desert,CA
general protesters,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Denver,CO
general protestors,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Washington ,DC
Democracy Spring Georgia; general protestors,Not My President Day; anti-Trump,1.0,350.0,2017-02-20,19,Atlanta,GA
general protestors,Not My President Day; anti-Trump,1.0,1200.0,2017-02-20,19,Chicago,IL
general protestors,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Grand Rapids,MI
general protesters,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Kansas City,MO
general protesters,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,New Paltz,NY
general protestors,Not My President Day; anti-Trump,1.0,2000.0,2017-02-20,19,New York,NY
general protesters,Not My President Day; anti-Trump,1.0,100.0,2017-02-20,19,White Plains,NY
general protestors,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Philadelphia,PA
general protestors,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Rapid City,SD
general protestors,Not My President Day; anti-Trump,1.0,353.0,2017-02-20,19,Austin,TX
general protestors,Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Salt Lake City,UT
"Peninsula Indivisible and Middle Peninsula Progressives,",Not My President Day; anti-Trump,1.0,200.0,2017-02-20,19,Williamsburg,VA
general protesters,Not My President Day; anti-Trump,1.0,500.0,2017-02-20,19,Olympia,WA
general protestors,press Rep. Kevin McCarthy (R) to meet; anti-Trump,1.0,125.0,2017-02-21,20,Bakersfield,CA
general protestors,anti-Trump; outside Sen. Mitch McConnel meeting,1.0,1000.0,2017-02-21,20,Lawrenceburg,KY
Massachusetts Transgender Political Coalition,President Trump’s decision to roll back federal guidelines ,1.0,200.0,2017-02-23,22,Boston,MA
"New Hampshire’s two Democratic senators: Maggie Hassan, Jeanne Shaheen",Anti Trump,1.0,300.0,2017-02-24,23,Concord ,NH
Indivisible,demand in-person town hall session; anti-Trump,1.0,200.0,2017-02-24,23,Las Cruces,NM
"Alt Right, MN; Industrial Workers of the World; Twin Cities General Defense Committee",support for Trump policies; protest immigration ban; ,1.0,50.0,2017-02-25,24,Minneapolis,MN
"""Our Revolution""",Anti-Trump ,1.0,125.0,2017-02-25,24,Toms River,VT
General Protest; Bernie Sanders spoke,anti-Trump; progressive,1.0,4000.0,2017-02-25,24,Topeka,KS
General Protest,anti-Trump,1.0,100.0,2017-02-25,24,Jersey City,NJ
general protestors,demand investigation of Trump's Russia ties,1.0,200.0,2017-02-26,25,Boston,MA
General Protest,Anti Trump's immigration policy ,1.0,75.0,2017-02-26,25,Long Island,NY
general protestors,Spirit of America Rally; pro-Trump,2.0,60.0,2017-02-27,26,Brea,CA
general supporters,Spirit of America Rally; pro-Trump,2.0,175.0,2017-02-27,26,Denver,CO
general supporters,Spirit of America Rally; pro-Trump,2.0,200.0,2017-02-27,26,Atlanta,GA
general protestors,Spirit of America Rally; pro-Trump,2.0,125.0,2017-02-27,26,Mandeville,LA
general protestors,pro-Trump; pro-wall,2.0,200.0,2017-02-27,26,Red Bank,NJ
general supporters,pro-Trump; “Spirit of America” rally,2.0,250.0,2017-02-27,26,St. Augustine ,FL
faculty; students,Against Trump's travel ban,1,200.0,2017-03-01,28,Pasedena,CA
"Juntos; Philadelphians Organized to Witness, Empower & Rebuild (POWER); the Black and Brown Workers Collective; Mijente",pro-sanctuary; anti-Trump,1,300.0,2017-03-02,29,Philadelphia,PA
general protestors,Pro Trump,2,200.0,2017-03-03,30,Denver,CO
Spirit of America,Pro Trump,2,60.0,2017-03-03,30,Monroe,LA
Organizers with the Republican Party of Arkansas,March 4 Trump,2,100.0,2017-03-04,31,Hot Springs ,AK
General protestors;  Indivisible San Diego,March 4 Impeachment; anti-Trump,1,700.0,2017-03-04,31,San Diego,CA
General protestors,March 4 Trump ,2,325.0,2017-03-04,31,San Diego,CA
General protestors,March 4 Trump,2,200.0,2017-03-04,31,Denver,CO
Spirit of America ,Pro Trump ,2,87.5,2017-03-04,31,Council Bluffs,IA
Spirit of America; Davenport Guns,Pro Trump,2,200.0,2017-03-04,31,Davenport,IA
Spirit of America ,Pro Trump,2,200.0,2017-03-04,31,Des Moines,IA
Conservative Party of Kansas,March 4 Trump,2,200.0,2017-03-04,31,Overland Park,KS
General protestors,March 4 Trump,2,200.0,2017-03-04,31,Baton Rouge,LA
Spirit of America ,Pro Trump policies,2,100.0,2017-03-04,31,Augusta ,ME
march 4 Trump,Pro Trump ,2,100.0,2017-03-04,31,Grand Rapids,MI
general protestors,pro-Trump,2,200.0,2017-03-04,31,Lansing,MI
general Protest,Counter rally; Anti-Trump,1,100.0,2017-03-04,31,Lansing ,MI
march 4 Trump,Pro Trump ,2,200.0,2017-03-04,31,Sterling Heights,MI
Spirit of America ,pro-Trump policies,2,425.0,2017-03-04,31,Saint Paul ,MN
general protesters,anti-Trump,1,50.0,2017-03-04,31,Saint Paul ,MN
Spirit of America ,Pro Trump,2,150.0,2017-03-04,31,Matthews,NC
March 4 Trump,Pro Trump,2,250.0,2017-03-04,31,Raleigh,NC
General Protest ,Pro Trump policies,2,150.0,2017-03-04,31,Middletown,NJ
Main Street Patriots,March 4 Trump,2,66.0,2017-03-04,31,Albuquerque,NM
General protestors,March 4 Trump ,2,200.0,2017-03-04,31,Las Vegas,NV
March 4 Trump,Pro Trump,2,200.0,2017-03-04,31,Columbus,OH
General Protestors,March 4 Trump,2,225.0,2017-03-04,31,Oklahoma City,OK
General protestors,March 4 Trump,2,293.5,2017-03-04,31,Lake Oswego,OR
Spirit of America ,Pro Trump policies,2,1000.0,2017-03-04,31,Nashville,TN
March 4 Trump,Pro Trump,2,400.0,2017-03-04,31,Austin,TX
General protestors,March 4 Trump,2,49.5,2017-03-04,31,Houston,TX
Spirit of America ,Pro Trump policies,2,200.0,2017-03-04,31,Virginia Beach,VA
Spirit of America ,Pro Trump,2,262.5,2017-03-04,31,Olympia ,WA
Black Lives Matter ,Immigration; President Trump; juvenile justice; several other causes,1,2000.0,2017-03-04,31,Seattle ,WA
General protestors,March 4 Trump,2,140.0,2017-03-04,31,Cody,WY
North Alabama chapter of Indivisible,to ask Rep Mo Brooks to hold a town hall meeting; anti-Trump,1,65.0,2017-03-06,33,Huntsville,AL
#ResistTrumpTuesdays national campaign,Dakota access; pro-environment; anti-Trump,1,150.0,2017-03-07,34,Oakland,CA
general protestors,Resist Trump/Kill the Gag rally,1,200.0,2017-03-08,35,Washington,DC
general protestors,A Day Without a Woman; anti-Trump,1,100.0,2017-03-08,35,Amherst,MA
Kenosha United to Serve Humanity,Pro-immigrants; anti-Trump,1,300.0,2017-03-09,36,Kenosha,WI
NY Immigration Coalition;ACCESS,oppose Trump's travel ban,1,100.0,2017-03-10,37,Lakawanna,NY
Main Street Patriots of Worcester County,pro-Trump,2,50.0,2017-03-11,38,West Ocean City,MD
general protesters,anti-Trump; protest visit by Donald Trump Jr,1,50.0,2017-03-11,38,Dallas,TX
general protestors,resist Trump,1,50.0,2017-03-12,39,Brunswick,GA
NYCLU,resist Trump,1,1000.0,2017-03-13,40,Albany,NY
general protesters,Resist Trump; open exchange of ideas,1,600.0,2017-03-14,41,Palo Alto,CA
general protesters; Michigan to Believe In ,anti-Trump,1,200.0,2017-03-15,42,Ypsilanti Township,MI
general protesters,anti-Trump; protest Trump visit,1,2500.0,2017-03-15,42,Nashville,TN
supporters,pro-Trump; speech by Presdient,2,2000.0,2017-03-15,42,Nashville,TN
general protestors,investigate Trump's ties to Russia,1,75.0,2017-03-18,45,Denver,CO
general protestors,againt Trump immigration policy,1,100.0,2017-03-18,45,Chicago,IL
general protesters; Seven Hills Progressive Society,protect civil liberties; anti-Trump,1,70.0,2017-03-18,45,Lynchburg,VA
general protester,calling for the release of Enrique Balcazar and Zully Palacios (detained by ICE); anti-Trump,1,200.0,2017-03-18,45,Burlington,VT
Voz Hispana Cambio Comunitario and Milenio,oppose Trump immigration policies,1,70.0,2017-03-20,47,Woodburn ,OR
Activists ,Protest Trump’s Budget proposal,1,200.0,2017-03-21,48,Chicago,IL
General protesters,against Trump,1,100.0,2017-03-24,51,Vista,CA
"North Country Peace Group, General protesters","oppose Trump, Mercer",1,60.0,2017-03-24,51,East Setauket,NY
Trump supporters,"support Trump, veterans, police",2,250.0,2017-03-25,52,Phoenix,AZ
MAGA March,"support Trump, veterans, police",2,100.0,2017-03-25,52,Hollywood,CA
MAGA March,"support Trump, veterans, police",2,1850.0,2017-03-25,52,Huntington Beach,CA
Impeach Trump Now,oppose Trump,1,56.5,2017-03-25,52,Denver,CO
MAGA,support Trump and veterans,2,75.0,2017-03-25,52,Boston,MA
MAGA March,"support Trump, veterans, police",2,150.0,2017-03-25,52,Omaha,NE
Antifa Nebraska,oppose Trump,1,50.0,2017-03-25,52,Omaha,NE
MAGA March,"support Trump, veterans, police",2,2000.0,2017-03-25,52,Seaside Heights,NJ
MAGA,"support Trump, veterans, police",2,200.0,2017-03-25,52,Poughkeepsie,NY
general protesters,oppose Trump,1,60.0,2017-03-25,52,Poughkeepsie,NY
MAGA March,"support Trump, veterans, police",2,200.0,2017-03-25,52,Columbus,OH
Counter-Protesters,anti-Trump,1,200.0,2017-03-25,52,Columbus,OH
Northwest Trump Alliance for Change,"support Trump, veterans, police",2,300.0,2017-03-25,52,Salem,OR
Salem stands for Love,oppose Trump,1,300.0,2017-03-25,52,Salem,OR
MAGA March,"support Trump, veterans, police",2,231.0,2017-03-25,52,Philadelphia,PA
Antifa; Disrupt MAGA Philly,"oppose Trump, fascism",1,100.0,2017-03-25,52,Philadelphia,PA
MAGA,support Trump,2,254.0,2017-03-25,52,Providence,RI
general protesters,"against Trump, Toomey",1,150.0,2017-03-28,55,Pittsburgh,PA
Texans United for America; Open Carry Texas,1776 Freedom March in support of President Donald Trump,2.0,150.0,2017-07-01,150,Austin,TX
general protestors,Impeach Trump,1.0,125.0,2017-07-02,151,Ann Arbor,MI
general protestors,Impeach Trump,1.0,50.0,2017-07-02,151,Atlanta,GA
general protestors,Impeach Trump,1.0,200.0,2017-07-02,151,Austin,TX
general protestors,Impeach Trump,1.0,125.0,2017-07-02,151,Buffalo,NY
general protestors; RefuseFacism.org,Impeach Trump,1.0,50.0,2017-07-02,151,Chicago,IL
general protestors,Impeach Trump,1.0,456.0,2017-07-02,151,Cleveland,OH
Rock Island County Indivisible ,Impeach Trump,1.0,200.0,2017-07-02,151,Denver,CO
Our Revolution Nevada,Impeach Trump,1.0,150.0,2017-07-02,151,Las Vegas,NV
general protestors,Impeach Trump,1.0,1100.0,2017-07-02,151,Los Angeles,CA
general protestors,Impeach Trump,1.0,134.0,2017-07-02,151,Milwaukee,WI
general protestors,Impeach Trump,1.0,529.0,2017-07-02,151,New Orleans,LA
general protestors,Impeach Trump,1.0,275.0,2017-07-02,151,New York,NY
general protestors,Impeach Trump,1.0,426.0,2017-07-02,151,Orange County,CA
United Against Trump Pence; Pop Up Protest South Florida,Impeach Trump,1.0,100.0,2017-07-02,151,Palm Beach,FL
The Three Percenters Zone 6,Pro-Trump counter-protest,2.0,50.0,2017-07-02,151,Palm Beach,FL
general protestors,Impeach Trump,1.0,137.0,2017-07-02,151,Peoria,IL
Montgomery County-based chapter of Indivisible; antifa,Impeach Trump,1.0,150.0,2017-07-02,151,Philadelphia,PA
Proud Boys,Pro-Trump,2.0,50.0,2017-07-02,151,Philadelphia,PA
general protestors,Impeach Trump,1.0,454.0,2017-07-02,151,Sacramento,CA
Indivisible ,Impeach Trump,1.0,1750.0,2017-07-02,151,San Diego,CA
Proud Boys; general protestors,Counter-protest the Impeachment March,2.0,97.5,2017-07-02,151,San Diego,CA
Indivisible; TWW; Alameda4Impeachment; Progressive Democrats of America,Impeachment March,1.0,1100.0,2017-07-02,151,San Francisco,CA
general protestors,Impeach Trump,1.0,300.0,2017-07-02,151,Santa Ana,CA
general protestors,Impeach Trump,1.0,150.0,2017-07-02,151,Seattle,WA
general protestors,Impeach Trump,1.0,51.0,2017-07-02,151,Treasure Coast,FL
reSisters,Impeach Trump,1.0,247.0,2017-07-04,153,Washington ,DC
general protestors,Protesting Trump's border wall construction,1.0,50.0,2017-07-10,159,Oakland,CA
MoveOn,Calls to impeach Trump,1.0,130.0,2017-07-11,160,Washington,DC
Moms Clean Air Force,Oppose Trump's decision to pull America out of the Paris Climate Agreement,1.0,1050.0,2017-07-13,162,Washington,DC
